episode_success,episode_probs,task
False,0.0003912053,push the plate to the front of the stove
True,4.7261213e-07,push the plate to the front of the stove
True,6.258631e-08,push the plate to the front of the stove
True,1.0080174e-06,push the plate to the front of the stove
True,9.527705e-12,push the plate to the front of the stove
False,3.360769e-25,push the plate to the front of the stove
True,7.769995e-05,push the plate to the front of the stove
False,7.202448e-21,push the plate to the front of the stove
True,1.2664894e-07,push the plate to the front of the stove
True,5.0700297e-08,push the plate to the front of the stove
True,2.9209941e-06,push the plate to the front of the stove
False,2.0895273999999998e-23,push the plate to the front of the stove
True,5.1716704e-13,push the plate to the front of the stove
True,4.911205e-05,push the plate to the front of the stove
True,8.596292e-08,push the plate to the front of the stove
False,1.1012653000000002e-22,push the plate to the front of the stove
True,5.015569e-18,push the plate to the front of the stove
False,1.5449500999999998e-18,push the plate to the front of the stove
True,6.393139e-05,push the plate to the front of the stove
True,7.730415e-10,push the plate to the front of the stove
False,5.0037803e-20,push the plate to the front of the stove
True,2.8044408e-08,push the plate to the front of the stove
False,2.9919996e-17,put the cream cheese in the bowl
False,2.4302685e-10,put the cream cheese in the bowl
False,9.3947175e-21,put the cream cheese in the bowl
True,2.3069585e-08,put the cream cheese in the bowl
False,3.4823144e-14,put the cream cheese in the bowl
False,7.231916e-12,put the cream cheese in the bowl
False,6.875408e-10,put the cream cheese in the bowl
True,5.390322e-06,put the cream cheese in the bowl
True,2.2477905e-06,put the cream cheese in the bowl
True,0.00019765008,put the cream cheese in the bowl
True,0.0012409659,put the cream cheese in the bowl
True,7.715094e-06,put the cream cheese in the bowl
True,3.8206167e-06,put the cream cheese in the bowl
True,6.1698806e-06,put the cream cheese in the bowl
False,3.341217e-19,put the cream cheese in the bowl
False,0.009940859,put the cream cheese in the bowl
True,5.624637e-08,put the cream cheese in the bowl
True,2.8799562e-08,put the cream cheese in the bowl
False,2.940478e-09,put the cream cheese in the bowl
True,0.00198405,put the cream cheese in the bowl
True,7.509443e-06,put the cream cheese in the bowl
True,1.4483691e-06,put the cream cheese in the bowl
False,1.5411263e-21,put the cream cheese in the bowl
False,5.2777768e-08,put the cream cheese in the bowl
False,3.1388966e-21,put the cream cheese in the bowl
True,9.729186e-05,put the cream cheese in the bowl
True,0.0053839986,put the cream cheese in the bowl
True,1.942906e-10,put the cream cheese in the bowl
True,0.00037780698,put the cream cheese in the bowl
True,1.1157371e-06,put the cream cheese in the bowl
True,1.1397157e-05,turn on the stove
True,1.3026916e-05,turn on the stove
False,4.00916e-06,turn on the stove
True,0.0019403981,turn on the stove
True,0.0006075598,turn on the stove
True,3.7773768e-06,turn on the stove
True,0.00014977742,turn on the stove
True,8.210549e-07,turn on the stove
True,0.008362179,turn on the stove
True,5.7236542e-05,turn on the stove
True,0.001136802,turn on the stove
True,0.0004959059,turn on the stove
True,0.0045460043,turn on the stove
True,0.0005523122,turn on the stove
True,0.000835388,turn on the stove
True,0.006575857,turn on the stove
True,0.00077174307,turn on the stove
True,0.019646239,turn on the stove
True,0.00038541778,turn on the stove
True,0.00034079474,turn on the stove
True,0.0010795604,turn on the stove
True,0.0022668282,turn on the stove
True,0.00020145065,turn on the stove
True,0.081660256,turn on the stove
True,0.0068310215,turn on the stove
True,1.4913641e-05,turn on the stove
True,0.0008065786,turn on the stove
True,0.00042510193,turn on the stove
True,2.2119091e-05,turn on the stove
True,0.00062362343,turn on the stove
True,4.2115927e-05,put the bowl on the plate
True,0.00013925026,put the bowl on the plate
True,0.00013318668,put the bowl on the plate
True,3.0500496e-06,put the bowl on the plate
True,8.914845e-05,put the bowl on the plate
True,7.606529e-05,put the bowl on the plate
True,0.00039004916,put the bowl on the plate
True,0.00022178778,put the bowl on the plate
True,1.9573245e-05,put the bowl on the plate
True,5.133864e-05,put the bowl on the plate
True,1.7899152e-05,put the bowl on the plate
True,3.710514e-06,put the bowl on the plate
True,1.3818385e-06,put the bowl on the plate
False,1.5024142e-15,put the bowl on the plate
False,1.72959e-21,put the bowl on the plate
True,1.1438724e-05,put the bowl on the plate
False,1.2950811e-14,put the bowl on the plate
True,1.26109335e-05,put the bowl on the plate
True,9.5763775e-05,put the bowl on the plate
True,2.305937e-05,put the bowl on the plate
True,0.00025882793,put the bowl on the plate
True,1.199727e-05,put the bowl on the plate
True,0.0008337254,put the bowl on the plate
True,1.7560305e-05,put the bowl on the plate
True,0.00014007943,put the bowl on the plate
True,0.0004709411,put the bowl on the plate
True,0.00030600282,put the bowl on the plate
True,1.8237067e-06,put the bowl on the plate
True,0.00011134243,put the bowl on the plate
True,2.7779893e-06,put the bowl on the plate
True,3.1576425e-17,put the wine bottle on the rack
False,7.1960046e-12,put the wine bottle on the rack
True,2.0016229e-08,put the wine bottle on the rack
True,2.4497984e-08,put the wine bottle on the rack
True,3.894362e-08,put the wine bottle on the rack
True,1.186413e-10,put the wine bottle on the rack
False,8.4056392999999995e-19,put the wine bottle on the rack
True,5.4805147e-09,put the wine bottle on the rack
True,2.2193653e-11,put the wine bottle on the rack
False,3.734361e-12,put the wine bottle on the rack
True,1.3267256e-11,put the wine bottle on the rack
False,4.5735807e-10,put the wine bottle on the rack
False,1.02241705e-14,put the wine bottle on the rack
True,3.2079558e-10,put the wine bottle on the rack
True,8.932471e-11,put the wine bottle on the rack
False,1.562822e-24,put the wine bottle on the rack
True,1.2315687e-08,put the wine bottle on the rack
False,7.366210600000001e-21,put the wine bottle on the rack
False,1.7162948e-25,put the wine bottle on the rack
True,1.8213356e-14,put the wine bottle on the rack
True,1.909529e-12,put the wine bottle on the rack
False,1.0891062e-26,put the wine bottle on the rack
True,1.58165e-10,put the wine bottle on the rack
True,8.714409e-09,put the wine bottle on the rack
False,5.977361e-05,put the wine bottle on the rack
True,4.122059e-08,put the wine bottle on the rack
False,2.85637e-16,put the wine bottle on the rack
False,8.882757e-08,put the wine bottle on the rack
True,3.142504e-07,put the wine bottle on the rack
True,3.3563134999999996e-18,put the wine bottle on the rack
True,1.8996789e-06,pick up the alphabet soup and place it in the basket
True,1.0303399e-05,pick up the alphabet soup and place it in the basket
True,3.8850635e-06,pick up the alphabet soup and place it in the basket
True,2.7316435e-07,pick up the alphabet soup and place it in the basket
True,2.2449561e-07,pick up the alphabet soup and place it in the basket
True,7.879903e-09,pick up the alphabet soup and place it in the basket
True,1.4667085e-05,pick up the alphabet soup and place it in the basket
True,0.0012340306,pick up the alphabet soup and place it in the basket
True,0.00048066291,pick up the alphabet soup and place it in the basket
True,3.6564357e-05,pick up the alphabet soup and place it in the basket
True,1.9687903e-05,pick up the alphabet soup and place it in the basket
True,0.006002209,pick up the alphabet soup and place it in the basket
True,1.6410908e-05,pick up the alphabet soup and place it in the basket
True,2.560618e-10,pick up the alphabet soup and place it in the basket
True,0.020250857,pick up the alphabet soup and place it in the basket
True,7.125697e-05,pick up the alphabet soup and place it in the basket
True,0.00022383092,pick up the alphabet soup and place it in the basket
True,6.1542865e-10,pick up the alphabet soup and place it in the basket
True,0.012235943,pick up the alphabet soup and place it in the basket
True,1.03071564e-07,pick up the alphabet soup and place it in the basket
True,9.044427e-06,pick up the alphabet soup and place it in the basket
True,5.271806e-10,pick up the alphabet soup and place it in the basket
True,2.8717561e-11,pick up the alphabet soup and place it in the basket
True,0.0003990195,pick up the alphabet soup and place it in the basket
True,0.004629822,pick up the alphabet soup and place it in the basket
False,3.182e-16,pick up the alphabet soup and place it in the basket
True,5.7762554e-05,pick up the alphabet soup and place it in the basket
True,9.066748e-09,pick up the alphabet soup and place it in the basket
True,0.008018253,pick up the alphabet soup and place it in the basket
True,7.010011e-11,pick up the alphabet soup and place it in the basket
False,3.2567289e-12,pick up the cream cheese and place it in the basket
False,2.8363155e-16,pick up the cream cheese and place it in the basket
True,4.305083e-05,pick up the cream cheese and place it in the basket
False,1.4154458000000002e-17,pick up the cream cheese and place it in the basket
True,0.020406583,pick up the cream cheese and place it in the basket
True,2.8518886e-15,pick up the cream cheese and place it in the basket
True,0.00011905697,pick up the cream cheese and place it in the basket
True,0.000121951045,pick up the cream cheese and place it in the basket
True,0.0024583614,pick up the cream cheese and place it in the basket
True,3.5671645e-05,pick up the cream cheese and place it in the basket
True,9.688546e-09,pick up the cream cheese and place it in the basket
True,7.0365146e-05,pick up the cream cheese and place it in the basket
True,5.1050043e-11,pick up the cream cheese and place it in the basket
True,0.0017793878,pick up the cream cheese and place it in the basket
False,2.1790385e-10,pick up the cream cheese and place it in the basket
True,0.014001934,pick up the cream cheese and place it in the basket
True,6.374081e-07,pick up the cream cheese and place it in the basket
True,7.7470176e-08,pick up the cream cheese and place it in the basket
True,0.00020181086,pick up the cream cheese and place it in the basket
False,9.531573e-12,pick up the cream cheese and place it in the basket
True,0.00021650078,pick up the cream cheese and place it in the basket
True,4.459148e-09,pick up the cream cheese and place it in the basket
True,7.442337e-05,pick up the cream cheese and place it in the basket
True,3.1800602e-05,pick up the cream cheese and place it in the basket
True,0.00076211966,pick up the cream cheese and place it in the basket
True,2.0794369e-06,pick up the cream cheese and place it in the basket
True,1.629873e-07,pick up the cream cheese and place it in the basket
True,1.338748e-08,pick up the cream cheese and place it in the basket
True,1.450699e-05,pick up the cream cheese and place it in the basket
True,1.5548001e-06,pick up the cream cheese and place it in the basket
True,2.352923e-06,pick up the salad dressing and place it in the basket
True,0.008097631,pick up the salad dressing and place it in the basket
True,0.114327915,pick up the salad dressing and place it in the basket
True,0.03487964,pick up the salad dressing and place it in the basket
True,8.9025285e-08,pick up the salad dressing and place it in the basket
True,0.016143754,pick up the salad dressing and place it in the basket
True,0.051534373,pick up the salad dressing and place it in the basket
True,0.00010701065,pick up the salad dressing and place it in the basket
True,0.0011088793,pick up the salad dressing and place it in the basket
True,0.0003923484,pick up the salad dressing and place it in the basket
True,5.249801e-05,pick up the salad dressing and place it in the basket
True,0.2426386,pick up the salad dressing and place it in the basket
True,0.00020080458,pick up the salad dressing and place it in the basket
True,3.4916457e-06,pick up the salad dressing and place it in the basket
True,0.024274865,pick up the salad dressing and place it in the basket
False,5.428475e-16,pick up the salad dressing and place it in the basket
True,0.004040336,pick up the salad dressing and place it in the basket
True,5.3854015e-05,pick up the salad dressing and place it in the basket
True,0.0002006291,pick up the salad dressing and place it in the basket
False,3.643642e-14,pick up the salad dressing and place it in the basket
True,4.8517068e-05,pick up the salad dressing and place it in the basket
True,2.6496232e-15,pick up the salad dressing and place it in the basket
True,0.00030804685,pick up the salad dressing and place it in the basket
False,5.599907e-14,pick up the salad dressing and place it in the basket
True,0.0008247714,pick up the salad dressing and place it in the basket
True,2.4505644e-05,pick up the salad dressing and place it in the basket
False,5.8498981999999995e-18,pick up the salad dressing and place it in the basket
True,0.020645985,pick up the salad dressing and place it in the basket
True,9.4481436e-07,pick up the salad dressing and place it in the basket
True,0.012318469,pick up the salad dressing and place it in the basket
True,1.8015672e-07,pick up the bbq sauce and place it in the basket
False,5.869241500000001e-17,pick up the bbq sauce and place it in the basket
True,2.2688562e-06,pick up the bbq sauce and place it in the basket
False,1.6485167999999999e-18,pick up the bbq sauce and place it in the basket
False,2.7364653e-17,pick up the bbq sauce and place it in the basket
False,4.6343145e-19,pick up the bbq sauce and place it in the basket
False,4.390365299999999e-18,pick up the bbq sauce and place it in the basket
True,1.0603565e-05,pick up the bbq sauce and place it in the basket
True,0.00018323684,pick up the bbq sauce and place it in the basket
False,6.744881e-18,pick up the bbq sauce and place it in the basket
True,1.0333564e-11,pick up the bbq sauce and place it in the basket
False,1.1504939e-17,pick up the bbq sauce and place it in the basket
True,2.4257978e-09,pick up the bbq sauce and place it in the basket
True,3.6539735e-08,pick up the bbq sauce and place it in the basket
True,1.3024768e-05,pick up the bbq sauce and place it in the basket
True,0.00021504694,pick up the bbq sauce and place it in the basket
False,4.0881126e-23,pick up the bbq sauce and place it in the basket
True,0.0003913246,pick up the bbq sauce and place it in the basket
True,1.5407789e-08,pick up the bbq sauce and place it in the basket
False,6.3678995e-19,pick up the bbq sauce and place it in the basket
True,2.4452243e-05,pick up the bbq sauce and place it in the basket
True,5.484484e-06,pick up the bbq sauce and place it in the basket
False,1.4978826e-17,pick up the bbq sauce and place it in the basket
True,5.6119294e-08,pick up the bbq sauce and place it in the basket
False,5.959021e-13,pick up the bbq sauce and place it in the basket
False,3.2307578e-18,pick up the bbq sauce and place it in the basket
True,2.7483311e-09,pick up the bbq sauce and place it in the basket
True,4.3389104e-05,pick up the bbq sauce and place it in the basket
False,3.2052274e-13,pick up the bbq sauce and place it in the basket
True,0.0021533042,pick up the bbq sauce and place it in the basket
True,5.068102e-09,pick up the ketchup and place it in the basket
False,7.769958e-10,pick up the ketchup and place it in the basket
True,0.0022763798,pick up the ketchup and place it in the basket
True,0.011277636,pick up the ketchup and place it in the basket
True,5.5400676e-07,pick up the ketchup and place it in the basket
True,0.00018423692,pick up the ketchup and place it in the basket
True,0.006172142,pick up the ketchup and place it in the basket
True,0.00011378907,pick up the ketchup and place it in the basket
True,0.0022236118,pick up the ketchup and place it in the basket
True,3.7059472e-08,pick up the ketchup and place it in the basket
True,0.011966844,pick up the ketchup and place it in the basket
False,4.631795e-11,pick up the ketchup and place it in the basket
True,6.629821e-06,pick up the ketchup and place it in the basket
True,1.3382766e-05,pick up the ketchup and place it in the basket
True,2.828442e-07,pick up the ketchup and place it in the basket
True,8.893643e-09,pick up the ketchup and place it in the basket
True,1.5064429e-05,pick up the ketchup and place it in the basket
False,2.3703306e-10,pick up the ketchup and place it in the basket
True,3.0881794e-05,pick up the ketchup and place it in the basket
True,0.02842241,pick up the ketchup and place it in the basket
True,7.273132e-09,pick up the ketchup and place it in the basket
True,0.00959999,pick up the ketchup and place it in the basket
True,0.011933226,pick up the ketchup and place it in the basket
True,9.770374e-07,pick up the ketchup and place it in the basket
True,0.007038723,pick up the ketchup and place it in the basket
True,0.00015882633,pick up the ketchup and place it in the basket
True,0.00520501,pick up the ketchup and place it in the basket
True,0.00030604078,pick up the ketchup and place it in the basket
True,0.13612294,pick up the ketchup and place it in the basket
False,9.4865095e-14,pick up the ketchup and place it in the basket
True,2.0075743e-11,pick up the tomato sauce and place it in the basket
True,1.8729412e-06,pick up the tomato sauce and place it in the basket
False,7.5257047e-19,pick up the tomato sauce and place it in the basket
True,5.317816e-05,pick up the tomato sauce and place it in the basket
True,3.4467218e-10,pick up the tomato sauce and place it in the basket
True,8.70129e-05,pick up the tomato sauce and place it in the basket
True,5.69343e-08,pick up the tomato sauce and place it in the basket
True,0.00023325498,pick up the tomato sauce and place it in the basket
True,0.009846003,pick up the tomato sauce and place it in the basket
True,1.1147677e-13,pick up the tomato sauce and place it in the basket
True,8.6391265e-06,pick up the tomato sauce and place it in the basket
True,0.00023501109,pick up the tomato sauce and place it in the basket
True,6.3948086e-05,pick up the tomato sauce and place it in the basket
False,4.2089e-11,pick up the tomato sauce and place it in the basket
True,3.2664498e-06,pick up the tomato sauce and place it in the basket
False,3.2516188000000004e-22,pick up the tomato sauce and place it in the basket
True,9.0091197e-07,pick up the tomato sauce and place it in the basket
False,1.0128976999999999e-19,pick up the tomato sauce and place it in the basket
True,0.010620809,pick up the tomato sauce and place it in the basket
True,4.0456896e-08,pick up the tomato sauce and place it in the basket
True,1.641704e-08,pick up the tomato sauce and place it in the basket
True,4.5498414e-06,pick up the tomato sauce and place it in the basket
True,6.85743e-06,pick up the tomato sauce and place it in the basket
True,6.313387e-06,pick up the tomato sauce and place it in the basket
True,4.1715887e-07,pick up the tomato sauce and place it in the basket
False,2.0369911e-19,pick up the tomato sauce and place it in the basket
True,0.002972083,pick up the tomato sauce and place it in the basket
True,0.0040994873,pick up the tomato sauce and place it in the basket
False,3.1508416000000003e-21,pick up the tomato sauce and place it in the basket
True,2.0133763e-11,pick up the tomato sauce and place it in the basket
True,3.1582938e-06,pick up the butter and place it in the basket
True,7.108192e-07,pick up the butter and place it in the basket
True,2.126995e-06,pick up the butter and place it in the basket
True,6.9787953e-09,pick up the butter and place it in the basket
True,2.2659716e-08,pick up the butter and place it in the basket
True,0.013988706,pick up the butter and place it in the basket
False,4.6986446e-15,pick up the butter and place it in the basket
True,8.469663e-09,pick up the butter and place it in the basket
True,0.00069124164,pick up the butter and place it in the basket
True,4.109237e-08,pick up the butter and place it in the basket
True,1.2450934e-05,pick up the butter and place it in the basket
True,2.808062e-09,pick up the butter and place it in the basket
True,0.009938651,pick up the butter and place it in the basket
True,0.06151881,pick up the butter and place it in the basket
False,1.2824751e-17,pick up the butter and place it in the basket
True,6.493844e-09,pick up the butter and place it in the basket
True,7.837456e-13,pick up the butter and place it in the basket
True,1.4916819e-07,pick up the butter and place it in the basket
True,4.0330486e-09,pick up the butter and place it in the basket
True,0.0019708883,pick up the butter and place it in the basket
True,5.3499666e-06,pick up the butter and place it in the basket
True,5.5662134e-08,pick up the butter and place it in the basket
True,4.1811287e-05,pick up the butter and place it in the basket
True,2.8306167e-05,pick up the butter and place it in the basket
True,2.712343e-14,pick up the butter and place it in the basket
True,0.00031851802,pick up the butter and place it in the basket
True,1.2685524e-06,pick up the butter and place it in the basket
True,0.000120832825,pick up the butter and place it in the basket
True,4.351463e-08,pick up the butter and place it in the basket
True,0.0017098057,pick up the butter and place it in the basket
True,0.0002515447,pick up the milk and place it in the basket
True,4.8378834e-09,pick up the milk and place it in the basket
True,1.7934181000000002e-16,pick up the milk and place it in the basket
True,5.411807e-07,pick up the milk and place it in the basket
True,1.3712309e-05,pick up the milk and place it in the basket
True,0.019368295,pick up the milk and place it in the basket
True,1.1734912e-05,pick up the milk and place it in the basket
True,0.039412517,pick up the milk and place it in the basket
True,0.00065013004,pick up the milk and place it in the basket
True,1.3949888e-06,pick up the milk and place it in the basket
False,3.9164036000000004e-32,pick up the milk and place it in the basket
True,0.022932027,pick up the milk and place it in the basket
True,2.694698e-08,pick up the milk and place it in the basket
True,0.03699525,pick up the milk and place it in the basket
True,1.1255907e-05,pick up the milk and place it in the basket
True,0.002310045,pick up the milk and place it in the basket
True,2.3261452e-06,pick up the milk and place it in the basket
True,5.067387e-07,pick up the milk and place it in the basket
True,0.05503483,pick up the milk and place it in the basket
True,6.1642386e-05,pick up the milk and place it in the basket
True,0.06291801,pick up the milk and place it in the basket
True,1.1440672e-05,pick up the milk and place it in the basket
True,0.00010957645,pick up the milk and place it in the basket
True,0.000109830056,pick up the milk and place it in the basket
True,7.5703616e-17,pick up the milk and place it in the basket
True,5.534016e-05,pick up the milk and place it in the basket
True,0.0007059175,pick up the milk and place it in the basket
True,0.00011293621,pick up the milk and place it in the basket
True,0.00011821224,pick up the milk and place it in the basket
True,0.04034577,pick up the milk and place it in the basket
True,2.5922014e-05,pick up the chocolate pudding and place it in the basket
True,0.00010314928,pick up the chocolate pudding and place it in the basket
True,1.9244089e-08,pick up the chocolate pudding and place it in the basket
True,3.1161195e-05,pick up the chocolate pudding and place it in the basket
True,8.640657e-11,pick up the chocolate pudding and place it in the basket
True,0.010516942,pick up the chocolate pudding and place it in the basket
True,1.3620092e-08,pick up the chocolate pudding and place it in the basket
True,6.022622e-08,pick up the chocolate pudding and place it in the basket
True,1.1108744e-07,pick up the chocolate pudding and place it in the basket
False,3.2999278e-26,pick up the chocolate pudding and place it in the basket
True,7.955031e-07,pick up the chocolate pudding and place it in the basket
False,3.0286248e-18,pick up the chocolate pudding and place it in the basket
True,4.096989e-06,pick up the chocolate pudding and place it in the basket
False,2.2473158e-12,pick up the chocolate pudding and place it in the basket
True,4.140364e-07,pick up the chocolate pudding and place it in the basket
True,4.087314e-09,pick up the chocolate pudding and place it in the basket
True,0.00014717343,pick up the chocolate pudding and place it in the basket
True,1.6371677e-06,pick up the chocolate pudding and place it in the basket
True,0.00013561998,pick up the chocolate pudding and place it in the basket
True,0.17546347,pick up the chocolate pudding and place it in the basket
True,5.283615e-08,pick up the chocolate pudding and place it in the basket
True,5.2798396e-07,pick up the chocolate pudding and place it in the basket
True,0.00073392404,pick up the chocolate pudding and place it in the basket
True,3.287414e-06,pick up the chocolate pudding and place it in the basket
True,1.1267216e-06,pick up the chocolate pudding and place it in the basket
True,1.9369195e-06,pick up the chocolate pudding and place it in the basket
True,2.849087e-07,pick up the chocolate pudding and place it in the basket
True,0.00051787886,pick up the chocolate pudding and place it in the basket
True,0.0052226447,pick up the chocolate pudding and place it in the basket
True,5.2061097e-07,pick up the chocolate pudding and place it in the basket
True,0.00022523121,pick up the orange juice and place it in the basket
True,0.00059113244,pick up the orange juice and place it in the basket
True,0.20564146,pick up the orange juice and place it in the basket
True,0.119975366,pick up the orange juice and place it in the basket
True,0.0020646139,pick up the orange juice and place it in the basket
True,0.0016577352,pick up the orange juice and place it in the basket
True,0.02307662,pick up the orange juice and place it in the basket
True,1.8217084e-05,pick up the orange juice and place it in the basket
True,0.11578895,pick up the orange juice and place it in the basket
True,9.449575e-06,pick up the orange juice and place it in the basket
True,1.693484e-05,pick up the orange juice and place it in the basket
True,0.00038412714,pick up the orange juice and place it in the basket
True,2.420683e-05,pick up the orange juice and place it in the basket
True,0.0049418495,pick up the orange juice and place it in the basket
True,0.0051784744,pick up the orange juice and place it in the basket
True,5.213921e-06,pick up the orange juice and place it in the basket
True,0.0016561709,pick up the orange juice and place it in the basket
True,0.0058241463,pick up the orange juice and place it in the basket
True,6.785219e-07,pick up the orange juice and place it in the basket
True,0.00011030998,pick up the orange juice and place it in the basket
True,0.008787632,pick up the orange juice and place it in the basket
True,2.461338e-05,pick up the orange juice and place it in the basket
True,2.6191528e-05,pick up the orange juice and place it in the basket
True,9.273072e-07,pick up the orange juice and place it in the basket
True,6.618934e-05,pick up the orange juice and place it in the basket
True,2.226471e-11,pick up the orange juice and place it in the basket
True,8.993323e-05,pick up the orange juice and place it in the basket
True,0.0010554305,pick up the orange juice and place it in the basket
True,0.07465884,pick up the orange juice and place it in the basket
True,0.00014117379,pick up the orange juice and place it in the basket
